data_somministrazione,fornitore,area,fascia_anagrafica,sesso_maschile,sesso_femminile,prima_dose,seconda_dose,codice_NUTS1,codice_NUTS2,codice_regione_ISTAT,nome_area
2021-02-15,Pfizer/BioNTech,PAT,30-39,13,20,12,21,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-15,Pfizer/BioNTech,PAT,40-49,11,22,15,18,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-15,Pfizer/BioNTech,PAT,50-59,16,43,23,36,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-15,Pfizer/BioNTech,PAT,60-69,7,11,5,13,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-15,Pfizer/BioNTech,PAT,70-79,3,4,3,4,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-15,Pfizer/BioNTech,PAT,80-89,103,159,261,1,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-15,Pfizer/BioNTech,PAT,90+,19,44,58,5,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-15,Pfizer/BioNTech,PIE,16-19,4,10,9,5,ITC,ITC1,1,Piemonte
2021-02-15,Pfizer/BioNTech,PIE,20-29,157,396,481,72,ITC,ITC1,1,Piemonte
2021-02-15,Pfizer/BioNTech,PIE,30-39,164,350,401,113,ITC,ITC1,1,Piemonte
2021-02-15,Pfizer/BioNTech,PIE,40-49,159,463,466,156,ITC,ITC1,1,Piemonte
2021-02-15,Pfizer/BioNTech,PIE,50-59,239,565,572,232,ITC,ITC1,1,Piemonte
2021-02-15,Pfizer/BioNTech,PIE,60-69,230,295,381,144,ITC,ITC1,1,Piemonte
2021-02-15,Pfizer/BioNTech,PIE,70-79,172,139,198,113,ITC,ITC1,1,Piemonte
2021-02-15,Pfizer/BioNTech,PIE,80-89,119,261,188,192,ITC,ITC1,1,Piemonte
2021-02-15,Pfizer/BioNTech,PIE,90+,46,282,150,178,ITC,ITC1,1,Piemonte
2021-02-15,Pfizer/BioNTech,PUG,16-19,3,12,15,0,ITF,ITF4,16,Puglia
2021-02-15,Pfizer/BioNTech,PUG,20-29,193,416,561,48,ITF,ITF4,16,Puglia
2021-02-15,Pfizer/BioNTech,PUG,30-39,181,280,367,94,ITF,ITF4,16,Puglia
2021-02-15,Pfizer/BioNTech,PUG,40-49,210,324,442,92,ITF,ITF4,16,Puglia
2021-02-15,Pfizer/BioNTech,PUG,50-59,229,350,462,117,ITF,ITF4,16,Puglia
2021-02-15,Pfizer/BioNTech,PUG,60-69,178,173,271,80,ITF,ITF4,16,Puglia
2021-02-15,Pfizer/BioNTech,PUG,70-79,96,49,108,37,ITF,ITF4,16,Puglia
2021-02-15,Pfizer/BioNTech,PUG,80-89,49,103,71,81,ITF,ITF4,16,Puglia
2021-02-15,Pfizer/BioNTech,PUG,90+,17,101,47,71,ITF,ITF4,16,Puglia
2021-02-15,Pfizer/BioNTech,SAR,16-19,3,3,6,0,ITG,ITG2,20,Sardegna
2021-02-15,Pfizer/BioNTech,SAR,20-29,20,53,68,5,ITG,ITG2,20,Sardegna
2021-02-15,Pfizer/BioNTech,SAR,30-39,62,110,161,11,ITG,ITG2,20,Sardegna
2021-02-15,Pfizer/BioNTech,SAR,40-49,56,103,152,7,ITG,ITG2,20,Sardegna
2021-02-15,Pfizer/BioNTech,SAR,50-59,92,143,229,6,ITG,ITG2,20,Sardegna
2021-02-15,Pfizer/BioNTech,SAR,60-69,71,71,141,1,ITG,ITG2,20,Sardegna
2021-02-15,Pfizer/BioNTech,SAR,70-79,21,22,42,1,ITG,ITG2,20,Sardegna
2021-02-15,Pfizer/BioNTech,SAR,80-89,15,51,66,0,ITG,ITG2,20,Sardegna
2021-02-15,Pfizer/BioNTech,SAR,90+,9,53,62,0,ITG,ITG2,20,Sardegna
2021-02-15,Pfizer/BioNTech,SIC,16-19,5,8,13,0,ITG,ITG1,19,Sicilia
2021-02-15,Pfizer/BioNTech,SIC,20-29,230,322,514,38,ITG,ITG1,19,Sicilia
2021-02-15,Pfizer/BioNTech,SIC,30-39,240,277,479,38,ITG,ITG1,19,Sicilia
2021-02-15,Pfizer/BioNTech,SIC,40-49,223,327,510,40,ITG,ITG1,19,Sicilia
2021-02-15,Pfizer/BioNTech,SIC,50-59,264,326,527,63,ITG,ITG1,19,Sicilia
2021-02-15,Pfizer/BioNTech,SIC,60-69,205,198,363,40,ITG,ITG1,19,Sicilia
2021-02-15,Pfizer/BioNTech,SIC,70-79,141,89,230,0,ITG,ITG1,19,Sicilia
2021-02-15,Pfizer/BioNTech,SIC,80-89,59,110,169,0,ITG,ITG1,19,Sicilia
2021-02-15,Pfizer/BioNTech,SIC,90+,22,90,112,0,ITG,ITG1,19,Sicilia
2021-02-15,Pfizer/BioNTech,TOS,16-19,1,2,3,0,ITI,ITI1,9,Toscana
2021-02-15,Pfizer/BioNTech,TOS,20-29,193,477,647,23,ITI,ITI1,9,Toscana
2021-02-15,Pfizer/BioNTech,TOS,30-39,284,684,947,21,ITI,ITI1,9,Toscana
2021-02-15,Pfizer/BioNTech,TOS,40-49,279,801,1046,34,ITI,ITI1,9,Toscana
2021-02-15,Pfizer/BioNTech,TOS,50-59,299,749,997,51,ITI,ITI1,9,Toscana
2021-02-15,Pfizer/BioNTech,TOS,60-69,320,377,656,41,ITI,ITI1,9,Toscana
2021-02-15,Pfizer/BioNTech,TOS,70-79,192,95,273,14,ITI,ITI1,9,Toscana
2021-02-15,Pfizer/BioNTech,TOS,80-89,57,71,85,43,ITI,ITI1,9,Toscana
2021-02-15,Pfizer/BioNTech,TOS,90+,26,65,51,40,ITI,ITI1,9,Toscana
2021-02-15,Pfizer/BioNTech,UMB,20-29,1,2,2,1,ITI,ITI2,10,Umbria
2021-02-15,Pfizer/BioNTech,UMB,40-49,1,2,3,0,ITI,ITI2,10,Umbria
2021-02-15,Pfizer/BioNTech,UMB,50-59,1,1,2,0,ITI,ITI2,10,Umbria
2021-02-15,Pfizer/BioNTech,UMB,60-69,2,1,3,0,ITI,ITI2,10,Umbria
2021-02-15,Pfizer/BioNTech,UMB,70-79,2,3,5,0,ITI,ITI2,10,Umbria
2021-02-15,Pfizer/BioNTech,UMB,80-89,685,667,1352,0,ITI,ITI2,10,Umbria
2021-02-15,Pfizer/BioNTech,VDA,30-39,7,7,13,1,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-02-15,Pfizer/BioNTech,VDA,40-49,9,5,14,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-02-15,Pfizer/BioNTech,VDA,50-59,14,5,18,1,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-02-15,Pfizer/BioNTech,VDA,60-69,7,0,7,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-02-15,Pfizer/BioNTech,VDA,70-79,4,3,6,1,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-02-15,Pfizer/BioNTech,VDA,80-89,75,84,159,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-02-15,Pfizer/BioNTech,VDA,90+,7,5,12,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-02-15,Pfizer/BioNTech,VEN,16-19,2,1,3,0,ITH,ITH3,5,Veneto
2021-02-15,Pfizer/BioNTech,VEN,20-29,38,76,112,2,ITH,ITH3,5,Veneto
2021-02-15,Pfizer/BioNTech,VEN,30-39,32,88,113,7,ITH,ITH3,5,Veneto
2021-02-15,Pfizer/BioNTech,VEN,40-49,51,92,139,4,ITH,ITH3,5,Veneto
2021-02-15,Pfizer/BioNTech,VEN,50-59,73,147,212,8,ITH,ITH3,5,Veneto
2021-02-15,Pfizer/BioNTech,VEN,60-69,45,58,100,3,ITH,ITH3,5,Veneto
2021-02-15,Pfizer/BioNTech,VEN,70-79,23,16,38,1,ITH,ITH3,5,Veneto
2021-02-15,Pfizer/BioNTech,VEN,80-89,1533,1856,3383,6,ITH,ITH3,5,Veneto
2021-02-15,Pfizer/BioNTech,VEN,90+,5,48,46,7,ITH,ITH3,5,Veneto
2021-02-15,Vaxzevria (AstraZeneca),ABR,20-29,18,2,20,0,ITF,ITF1,13,Abruzzo
2021-02-15,Vaxzevria (AstraZeneca),ABR,30-39,36,3,39,0,ITF,ITF1,13,Abruzzo
2021-02-15,Vaxzevria (AstraZeneca),ABR,40-49,83,6,89,0,ITF,ITF1,13,Abruzzo
2021-02-15,Vaxzevria (AstraZeneca),ABR,50-59,121,8,129,0,ITF,ITF1,13,Abruzzo
2021-02-15,Vaxzevria (AstraZeneca),LAZ,20-29,124,108,232,0,ITI,ITI4,12,Lazio
2021-02-15,Vaxzevria (AstraZeneca),LAZ,30-39,202,169,371,0,ITI,ITI4,12,Lazio
2021-02-15,Vaxzevria (AstraZeneca),LAZ,40-49,300,283,583,0,ITI,ITI4,12,Lazio
2021-02-15,Vaxzevria (AstraZeneca),LAZ,50-59,194,302,496,0,ITI,ITI4,12,Lazio
2021-02-15,Vaxzevria (AstraZeneca),LIG,16-19,0,1,1,0,ITC,ITC3,7,Liguria
2021-02-15,Vaxzevria (AstraZeneca),LIG,20-29,8,20,28,0,ITC,ITC3,7,Liguria
2021-02-15,Vaxzevria (AstraZeneca),LIG,30-39,15,25,40,0,ITC,ITC3,7,Liguria
2021-02-15,Vaxzevria (AstraZeneca),LIG,40-49,7,18,25,0,ITC,ITC3,7,Liguria
2021-02-15,Vaxzevria (AstraZeneca),LIG,50-59,4,12,16,0,ITC,ITC3,7,Liguria
2021-02-15,Vaxzevria (AstraZeneca),LOM,16-19,1,1,2,0,ITC,ITC4,3,Lombardia
2021-02-15,Vaxzevria (AstraZeneca),LOM,20-29,51,198,249,0,ITC,ITC4,3,Lombardia
2021-02-15,Vaxzevria (AstraZeneca),LOM,30-39,134,291,424,1,ITC,ITC4,3,Lombardia
2021-02-15,Vaxzevria (AstraZeneca),LOM,40-49,96,246,342,0,ITC,ITC4,3,Lombardia
2021-02-15,Vaxzevria (AstraZeneca),LOM,50-59,56,108,164,0,ITC,ITC4,3,Lombardia
2021-02-15,Vaxzevria (AstraZeneca),PAT,16-19,0,1,1,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-15,Vaxzevria (AstraZeneca),PAT,30-39,0,3,3,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-15,Vaxzevria (AstraZeneca),PAT,40-49,0,3,3,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-15,Vaxzevria (AstraZeneca),PAT,50-59,1,3,4,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-15,Vaxzevria (AstraZeneca),PIE,20-29,42,6,48,0,ITC,ITC1,1,Piemonte
2021-02-15,Vaxzevria (AstraZeneca),PIE,30-39,83,5,88,0,ITC,ITC1,1,Piemonte
2021-02-15,Vaxzevria (AstraZeneca),PIE,40-49,66,2,68,0,ITC,ITC1,1,Piemonte
2021-02-15,Vaxzevria (AstraZeneca),PIE,50-59,81,1,82,0,ITC,ITC1,1,Piemonte
2021-02-15,Vaxzevria (AstraZeneca),SIC,20-29,5,0,5,0,ITG,ITG1,19,Sicilia
2021-02-15,Vaxzevria (AstraZeneca),SIC,30-39,38,3,41,0,ITG,ITG1,19,Sicilia
2021-02-15,Vaxzevria (AstraZeneca),SIC,40-49,118,13,131,0,ITG,ITG1,19,Sicilia
2021-02-15,Vaxzevria (AstraZeneca),SIC,50-59,93,20,113,0,ITG,ITG1,19,Sicilia
2021-02-15,Vaxzevria (AstraZeneca),TOS,16-19,0,3,3,0,ITI,ITI1,9,Toscana
2021-02-15,Vaxzevria (AstraZeneca),TOS,20-29,95,179,274,0,ITI,ITI1,9,Toscana
2021-02-15,Vaxzevria (AstraZeneca),TOS,30-39,290,386,676,0,ITI,ITI1,9,Toscana
2021-02-15,Vaxzevria (AstraZeneca),TOS,40-49,485,796,1281,0,ITI,ITI1,9,Toscana
2021-02-15,Vaxzevria (AstraZeneca),TOS,50-59,354,474,828,0,ITI,ITI1,9,Toscana
2021-02-16,Moderna,BAS,80-89,30,37,67,0,ITF,ITF5,17,Basilicata
2021-02-16,Moderna,BAS,90+,14,17,31,0,ITF,ITF5,17,Basilicata
2021-02-16,Moderna,CAL,20-29,1,1,2,0,ITF,ITF6,18,Calabria
2021-02-16,Moderna,CAL,30-39,1,4,4,1,ITF,ITF6,18,Calabria
2021-02-16,Moderna,CAL,40-49,2,5,7,0,ITF,ITF6,18,Calabria
2021-02-16,Moderna,CAL,50-59,4,8,12,0,ITF,ITF6,18,Calabria
2021-02-16,Moderna,CAL,60-69,8,6,14,0,ITF,ITF6,18,Calabria
2021-02-16,Moderna,CAL,70-79,4,7,11,0,ITF,ITF6,18,Calabria
2021-02-16,Moderna,CAL,80-89,66,88,154,0,ITF,ITF6,18,Calabria
2021-02-16,Moderna,CAL,90+,13,18,31,0,ITF,ITF6,18,Calabria
2021-02-16,Moderna,CAM,20-29,23,46,5,64,ITF,ITF3,15,Campania
2021-02-16,Moderna,CAM,30-39,67,111,16,162,ITF,ITF3,15,Campania
2021-02-16,Moderna,CAM,40-49,73,91,10,154,ITF,ITF3,15,Campania
2021-02-16,Moderna,CAM,50-59,85,88,9,164,ITF,ITF3,15,Campania
2021-02-16,Moderna,CAM,60-69,62,49,6,105,ITF,ITF3,15,Campania
2021-02-16,Moderna,CAM,70-79,19,10,13,16,ITF,ITF3,15,Campania
2021-02-16,Moderna,CAM,80-89,47,82,81,48,ITF,ITF3,15,Campania
2021-02-16,Moderna,CAM,90+,12,50,36,26,ITF,ITF3,15,Campania
2021-02-16,Moderna,EMR,20-29,0,5,0,5,ITH,ITH5,8,Emilia-Romagna
2021-02-16,Moderna,EMR,30-39,11,13,0,24,ITH,ITH5,8,Emilia-Romagna
2021-02-16,Moderna,EMR,40-49,7,25,1,31,ITH,ITH5,8,Emilia-Romagna
2021-02-16,Moderna,EMR,50-59,16,40,3,53,ITH,ITH5,8,Emilia-Romagna
2021-02-16,Moderna,EMR,60-69,10,21,4,27,ITH,ITH5,8,Emilia-Romagna
2021-02-16,Moderna,EMR,70-79,13,13,4,22,ITH,ITH5,8,Emilia-Romagna
2021-02-16,Moderna,EMR,80-89,48,162,142,68,ITH,ITH5,8,Emilia-Romagna
2021-02-16,Moderna,EMR,90+,52,133,135,50,ITH,ITH5,8,Emilia-Romagna
2021-02-16,Moderna,LAZ,20-29,0,1,1,0,ITI,ITI4,12,Lazio
2021-02-16,Moderna,LAZ,50-59,0,1,1,0,ITI,ITI4,12,Lazio
2021-02-16,Moderna,LAZ,60-69,1,1,2,0,ITI,ITI4,12,Lazio
2021-02-16,Moderna,LAZ,70-79,1,0,1,0,ITI,ITI4,12,Lazio
2021-02-16,Moderna,LAZ,80-89,285,349,634,0,ITI,ITI4,12,Lazio
2021-02-16,Moderna,LAZ,90+,34,53,87,0,ITI,ITI4,12,Lazio
2021-02-16,Moderna,LOM,16-19,0,1,1,0,ITC,ITC4,3,Lombardia
2021-02-16,Moderna,LOM,20-29,3,3,6,0,ITC,ITC4,3,Lombardia
2021-02-16,Moderna,LOM,30-39,3,15,18,0,ITC,ITC4,3,Lombardia
2021-02-16,Moderna,LOM,40-49,17,37,54,0,ITC,ITC4,3,Lombardia
2021-02-16,Moderna,LOM,50-59,27,71,98,0,ITC,ITC4,3,Lombardia
2021-02-16,Moderna,LOM,60-69,13,22,35,0,ITC,ITC4,3,Lombardia
2021-02-16,Moderna,LOM,70-79,10,8,18,0,ITC,ITC4,3,Lombardia
2021-02-16,Moderna,LOM,80-89,22,67,89,0,ITC,ITC4,3,Lombardia
2021-02-16,Moderna,LOM,90+,8,77,85,0,ITC,ITC4,3,Lombardia
2021-02-16,Moderna,MAR,20-29,1,1,0,2,ITI,ITI3,11,Marche
2021-02-16,Moderna,MAR,30-39,1,3,1,3,ITI,ITI3,11,Marche
2021-02-16,Moderna,MAR,40-49,1,1,0,2,ITI,ITI3,11,Marche
2021-02-16,Moderna,MAR,50-59,3,2,1,4,ITI,ITI3,11,Marche
2021-02-16,Moderna,MAR,60-69,1,2,3,0,ITI,ITI3,11,Marche
2021-02-16,Moderna,MAR,70-79,5,5,10,0,ITI,ITI3,11,Marche
2021-02-16,Moderna,MAR,80-89,8,21,29,0,ITI,ITI3,11,Marche
2021-02-16,Moderna,MAR,90+,4,19,23,0,ITI,ITI3,11,Marche
2021-02-16,Moderna,PAB,40-49,1,5,6,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-02-16,Moderna,PAB,50-59,2,3,5,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-02-16,Moderna,PAB,80-89,166,259,425,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-02-16,Moderna,PAB,90+,36,57,93,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-02-16,Moderna,PAT,50-59,1,0,1,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-16,Moderna,PAT,70-79,4,4,8,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-16,Moderna,PAT,80-89,13,21,34,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-16,Moderna,PAT,90+,11,28,39,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-02-16,Moderna,PIE,20-29,7,34,41,0,ITC,ITC1,1,Piemonte
2021-02-16,Moderna,PIE,30-39,20,58,78,0,ITC,ITC1,1,Piemonte
2021-02-16,Moderna,PIE,40-49,14,38,52,0,ITC,ITC1,1,Piemonte
2021-02-16,Moderna,PIE,50-59,22,48,70,0,ITC,ITC1,1,Piemonte
2021-02-16,Moderna,PIE,60-69,25,31,56,0,ITC,ITC1,1,Piemonte
2021-02-16,Moderna,PIE,70-79,19,12,31,0,ITC,ITC1,1,Piemonte
2021-02-16,Moderna,PIE,80-89,6,2,8,0,ITC,ITC1,1,Piemonte
2021-02-16,Moderna,PIE,90+,1,0,1,0,ITC,ITC1,1,Piemonte
2021-02-16,Moderna,PUG,20-29,22,44,66,0,ITF,ITF4,16,Puglia
2021-02-16,Moderna,PUG,30-39,62,134,196,0,ITF,ITF4,16,Puglia
2021-02-16,Moderna,PUG,40-49,62,133,195,0,ITF,ITF4,16,Puglia
2021-02-16,Moderna,PUG,50-59,105,97,202,0,ITF,ITF4,16,Puglia
2021-02-16,Moderna,PUG,60-69,58,52,110,0,ITF,ITF4,16,Puglia
2021-02-16,Moderna,PUG,70-79,24,7,31,0,ITF,ITF4,16,Puglia
2021-02-16,Moderna,PUG,80-89,5,5,10,0,ITF,ITF4,16,Puglia
2021-02-16,Moderna,PUG,90+,1,1,2,0,ITF,ITF4,16,Puglia
2021-02-16,Moderna,SIC,20-29,10,24,7,27,ITG,ITG1,19,Sicilia
2021-02-16,Moderna,SIC,30-39,38,50,43,45,ITG,ITG1,19,Sicilia
2021-02-16,Moderna,SIC,40-49,37,54,49,42,ITG,ITG1,19,Sicilia
2021-02-16,Moderna,SIC,50-59,50,76,65,61,ITG,ITG1,19,Sicilia
2021-02-16,Moderna,SIC,60-69,78,58,66,70,ITG,ITG1,19,Sicilia
2021-02-16,Moderna,SIC,70-79,61,45,45,61,ITG,ITG1,19,Sicilia
2021-02-16,Moderna,SIC,80-89,57,133,145,45,ITG,ITG1,19,Sicilia
2021-02-16,Moderna,SIC,90+,25,109,105,29,ITG,ITG1,19,Sicilia
2021-02-16,Moderna,TOS,16-19,4,9,7,6,ITI,ITI1,9,Toscana
2021-02-16,Moderna,TOS,20-29,51,50,34,67,ITI,ITI1,9,Toscana
2021-02-16,Moderna,TOS,30-39,41,35,22,54,ITI,ITI1,9,Toscana
2021-02-16,Moderna,TOS,40-49,81,43,37,87,ITI,ITI1,9,Toscana
2021-02-16,Moderna,TOS,50-59,86,61,38,109,ITI,ITI1,9,Toscana
2021-02-16,Moderna,TOS,60-69,104,45,53,96,ITI,ITI1,9,Toscana
2021-02-16,Moderna,TOS,70-79,71,14,33,52,ITI,ITI1,9,Toscana
2021-02-16,Moderna,TOS,80-89,8,3,5,6,ITI,ITI1,9,Toscana
2021-02-16,Moderna,VDA,30-39,0,3,3,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-02-16,Moderna,VDA,40-49,0,2,2,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-02-16,Moderna,VDA,50-59,0,12,9,3,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-02-16,Moderna,VDA,60-69,0,11,10,1,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-02-16,Moderna,VDA,70-79,1,10,11,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-02-16,Moderna,VDA,80-89,1,28,29,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-02-16,Moderna,VDA,90+,3,9,12,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-02-16,Moderna,VEN,20-29,2,13,2,13,ITH,ITH3,5,Veneto
2021-02-16,Moderna,VEN,30-39,4,14,2,16,ITH,ITH3,5,Veneto
2021-02-16,Moderna,VEN,40-49,3,19,0,22,ITH,ITH3,5,Veneto
2021-02-16,Moderna,VEN,50-59,4,34,0,38,ITH,ITH3,5,Veneto
2021-02-16,Moderna,VEN,60-69,5,8,1,12,ITH,ITH3,5,Veneto
2021-02-16,Moderna,VEN,70-79,6,5,0,11,ITH,ITH3,5,Veneto
2021-02-16,Moderna,VEN,80-89,9,21,3,27,ITH,ITH3,5,Veneto
2021-02-16,Moderna,VEN,90+,2,20,5,17,ITH,ITH3,5,Veneto
2021-02-16,Pfizer/BioNTech,ABR,16-19,5,0,5,0,ITF,ITF1,13,Abruzzo
2021-02-16,Pfizer/BioNTech,ABR,20-29,65,98,162,1,ITF,ITF1,13,Abruzzo
2021-02-16,Pfizer/BioNTech,ABR,30-39,83,152,234,1,ITF,ITF1,13,Abruzzo
2021-02-16,Pfizer/BioNTech,ABR,40-49,80,152,230,2,ITF,ITF1,13,Abruzzo
2021-02-16,Pfizer/BioNTech,ABR,50-59,86,200,282,4,ITF,ITF1,13,Abruzzo
2021-02-16,Pfizer/BioNTech,ABR,60-69,93,91,181,3,ITF,ITF1,13,Abruzzo
2021-02-16,Pfizer/BioNTech,ABR,70-79,49,15,63,1,ITF,ITF1,13,Abruzzo
2021-02-16,Pfizer/BioNTech,ABR,80-89,199,274,473,0,ITF,ITF1,13,Abruzzo
2021-02-16,Pfizer/BioNTech,ABR,90+,32,68,100,0,ITF,ITF1,13,Abruzzo
2021-02-16,Pfizer/BioNTech,BAS,16-19,0,1,1,0,ITF,ITF5,17,Basilicata
2021-02-16,Pfizer/BioNTech,BAS,20-29,8,29,30,7,ITF,ITF5,17,Basilicata
2021-02-16,Pfizer/BioNTech,BAS,30-39,18,50,57,11,ITF,ITF5,17,Basilicata
2021-02-16,Pfizer/BioNTech,BAS,40-49,27,56,65,18,ITF,ITF5,17,Basilicata
2021-02-16,Pfizer/BioNTech,BAS,50-59,33,49,68,14,ITF,ITF5,17,Basilicata
2021-02-16,Pfizer/BioNTech,BAS,60-69,43,33,58,18,ITF,ITF5,17,Basilicata
2021-02-16,Pfizer/BioNTech,BAS,70-79,19,9,16,12,ITF,ITF5,17,Basilicata
2021-02-16,Pfizer/BioNTech,BAS,80-89,146,184,318,12,ITF,ITF5,17,Basilicata
2021-02-16,Pfizer/BioNTech,BAS,90+,39,63,96,6,ITF,ITF5,17,Basilicata
2021-02-16,Pfizer/BioNTech,CAL,20-29,32,65,83,14,ITF,ITF6,18,Calabria
2021-02-16,Pfizer/BioNTech,CAL,30-39,80,131,171,40,ITF,ITF6,18,Calabria
2021-02-16,Pfizer/BioNTech,CAL,40-49,81,142,184,39,ITF,ITF6,18,Calabria
2021-02-16,Pfizer/BioNTech,CAL,50-59,76,109,135,50,ITF,ITF6,18,Calabria
2021-02-16,Pfizer/BioNTech,CAL,60-69,86,82,117,51,ITF,ITF6,18,Calabria
2021-02-16,Pfizer/BioNTech,CAL,70-79,63,43,71,35,ITF,ITF6,18,Calabria
2021-02-16,Pfizer/BioNTech,CAL,80-89,104,133,206,31,ITF,ITF6,18,Calabria
2021-02-16,Pfizer/BioNTech,CAL,90+,21,50,54,17,ITF,ITF6,18,Calabria
2021-02-16,Pfizer/BioNTech,CAM,16-19,0,1,1,0,ITF,ITF3,15,Campania
2021-02-16,Pfizer/BioNTech,CAM,20-29,70,133,200,3,ITF,ITF3,15,Campania
2021-02-16,Pfizer/BioNTech,CAM,30-39,107,216,320,3,ITF,ITF3,15,Campania
2021-02-16,Pfizer/BioNTech,CAM,40-49,146,182,318,10,ITF,ITF3,15,Campania
2021-02-16,Pfizer/BioNTech,CAM,50-59,143,148,280,11,ITF,ITF3,15,Campania
2021-02-16,Pfizer/BioNTech,CAM,60-69,111,85,191,5,ITF,ITF3,15,Campania
2021-02-16,Pfizer/BioNTech,CAM,70-79,43,20,63,0,ITF,ITF3,15,Campania
2021-02-16,Pfizer/BioNTech,CAM,80-89,1259,1498,2757,0,ITF,ITF3,15,Campania
2021-02-16,Pfizer/BioNTech,CAM,90+,144,217,361,0,ITF,ITF3,15,Campania
2021-02-16,Pfizer/BioNTech,EMR,16-19,5,5,10,0,ITH,ITH5,8,Emilia-Romagna
2021-02-16,Pfizer/BioNTech,EMR,20-29,53,104,147,10,ITH,ITH5,8,Emilia-Romagna
2021-02-16,Pfizer/BioNTech,EMR,30-39,56,79,128,7,ITH,ITH5,8,Emilia-Romagna
2021-02-16,Pfizer/BioNTech,EMR,40-49,56,112,145,23,ITH,ITH5,8,Emilia-Romagna
2021-02-16,Pfizer/BioNTech,EMR,50-59,77,140,181,36,ITH,ITH5,8,Emilia-Romagna
2021-02-16,Pfizer/BioNTech,EMR,60-69,77,78,139,16,ITH,ITH5,8,Emilia-Romagna
2021-02-16,Pfizer/BioNTech,EMR,70-79,76,62,109,29,ITH,ITH5,8,Emilia-Romagna
2021-02-16,Pfizer/BioNTech,EMR,80-89,1359,1534,2818,75,ITH,ITH5,8,Emilia-Romagna
2021-02-16,Pfizer/BioNTech,EMR,90+,527,797,1269,55,ITH,ITH5,8,Emilia-Romagna
2021-02-16,Pfizer/BioNTech,FVG,16-19,1,0,1,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-16,Pfizer/BioNTech,FVG,20-29,19,52,71,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-16,Pfizer/BioNTech,FVG,30-39,25,57,79,3,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-16,Pfizer/BioNTech,FVG,40-49,36,73,102,7,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-16,Pfizer/BioNTech,FVG,50-59,40,84,116,8,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-16,Pfizer/BioNTech,FVG,60-69,70,43,107,6,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-16,Pfizer/BioNTech,FVG,70-79,41,24,51,14,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-16,Pfizer/BioNTech,FVG,80-89,816,872,1647,41,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-16,Pfizer/BioNTech,FVG,90+,87,176,226,37,ITH,ITH4,6,Friuli-Venezia Giulia
2021-02-16,Pfizer/BioNTech,LAZ,16-19,2,3,0,5,ITI,ITI4,12,Lazio
2021-02-16,Pfizer/BioNTech,LAZ,20-29,62,72,74,60,ITI,ITI4,12,Lazio
2021-02-16,Pfizer/BioNTech,LAZ,30-39,90,132,127,95,ITI,ITI4,12,Lazio
2021-02-16,Pfizer/BioNTech,LAZ,40-49,128,162,167,123,ITI,ITI4,12,Lazio
2021-02-16,Pfizer/BioNTech,LAZ,50-59,170,212,267,115,ITI,ITI4,12,Lazio
